	0
2740	The restaurant is very clean and has a family restaurant feel to it.
2741	It was way over fried.
2742	I'm not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place.
2743	When I opened the sandwich, I was impressed, but not in a good way.
2744	Will not be back!
2745	There was a warm feeling with the service and I felt like their guest for a special treat.
2746	An extensive menu provides lots of options for breakfast.
2747	I always order from the vegetarian menu during dinner, which has a wide array of options to choose from.
2748	I have watched their prices inflate, portions get smaller and management attitudes grow rapidly!
2749	Wonderful lil tapas and the ambience made me feel all warm and fuzzy inside.
2750	I got to enjoy the seafood salad, with a fabulous vinegrette.
2751	The wontons were thin, not thick and chewy, almost melt in your mouth.
2752	Level 5 spicy was perfect, where spice didn't over-whelm the soup.
2753	We were sat right on time and our server from the get go was FANTASTIC!
2754	Main thing I didn't enjoy is that the crowd is of older crowd, around mid 30s and up.
2755	When I'm on this side of town, this will definitely be a spot I'll hit up again!
2756	I had to wait over 30 minutes to get my drink and longer to get 2 arepas.
2757	This is a GREAT place to eat!
2758	The jalapeno bacon is soooo good.
2759	The service was poor and thats being nice.
2760	Food was good, service was good, Prices were good.
2761	The place was not clean and the food oh so stale!
2762	The chicken dishes are OK, the beef is like shoe leather.
2763	But the service was beyond bad.
2764	"I'm so happy to be here!!!"""
2765	Tasted like dirt.
2766	One of the few places in Phoenix that I would definately go back to again .
2767	The block was amazing.
2768	It's close to my house, it's low-key, non-fancy, affordable prices, good food.
2769	* Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!
2770	My sashimi was poor quality being soggy and tasteless.
2771	Great time - family dinner on a Sunday night.
2772	"the food is not tasty at all, not to say its ""real traditional Hunan style""."
2773	What did bother me, was the slow service.
2774	The flair bartenders are absolutely amazing!
2775	Their frozen margaritas are WAY too sugary for my taste.
2776	These were so good we ordered them twice.
2777	So in a nutshell: 1) The restaraunt smells like a combination of a dirty fish market and a sewer.
2778	My girlfriend's veal was very bad.
2779	Unfortunately, it was not good.
2780	I had a pretty satifying experience.
2781	Join the club and get awesome offers via email.
2782	Perfect for someone (me) who only likes beer ice cold, or in this case, even colder.
2783	Bland and flavorless is a good way of describing the barely tepid meat.
2784	The chains, which I'm no fan of, beat this place easily.
2785	The nachos are a MUST HAVE!
2786	We will not be coming back.
2787	I don't have very many words to say about this place, but it does everything pretty well.
2788	The staff is super nice and very quick even with the crazy crowds of the downtown juries, lawyers, and court staff.
2789	Great atmosphere, friendly and fast service.
2790	When I received my Pita it was huge it did have a lot of meat in it so thumbs up there.
2791	Once your food arrives it's meh.
2792	Paying $7.85 for a hot dog and fries that looks like it came out of a kid's meal at the Wienerschnitzel is not my idea of a good meal.
2793	The classic Maine Lobster Roll was fantastic.
2794	My brother in law who works at the mall ate here same day, and guess what he was sick all night too.
2795	So good I am going to have to review this place twice - once hereas a tribute to the place and once as a tribute to an event held here last night.
2796	The chips and salsa were really good, the salsa was very fresh.
2797	This place is great!!!!!!!!!!!!!!
2798	Mediocre food.
2799	Once you get inside you'll be impressed with the place.
2800	I'm super pissd.
2801	And service was super friendly.
2802	Why are these sad little vegetables so overcooked?
2803	This place was such a nice surprise!
2804	They were golden-crispy and delicious.
2805	I had high hopes for this place since the burgers are cooked over a charcoal grill, but unfortunately the taste fell flat, way flat.
2806	I could eat their bruschetta all day it is devine.
2807	Not a single employee came out to see if we were OK or even needed a water refill once they finally served us our food.
2808	Lastly, the mozzarella sticks, they were the best thing we ordered.
2809	The first time I ever came here I had an amazing experience, I still tell people how awesome the duck was.
2810	The server was very negligent of our needs and made us feel very unwelcome... I would not suggest this place!
2811	The service was terrible though.
2812	This place is overpriced, not consistent with their boba, and it really is OVERPRICED!
2813	It was packed!!
2814	I love this place.
2815	I can say that the desserts were yummy.
2816	The food was terrible.
2817	The seasonal fruit was fresh white peach puree.
2818	It kept getting worse and worse so now I'm officially done.
2819	This place should honestly be blown up.
2820	But I definitely would not eat here again.
2821	Do not waste your money here!
2822	I love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes.
2823	The crêpe was delicate and thin and moist.
2824	Awful service.
2825	Won't ever go here again.
2826	Food quality has been horrible.
2827	For that price I can think of a few place I would have much rather gone.
2828	The service here is fair at best.
2829	I do love sushi, but I found Kabuki to be over-priced, over-hip and under-services.
2830	Do yourself a favor and stay away from this dish.
2831	Very poor service.
2832	No one at the table thought the food was above average or worth the wait that we had for it.
2833	Best service and food ever, Maria our server was so good and friendly she made our day.
2834	They were excellent.
2835	I paid the bill but did not tip because I felt the server did a terrible job.
2836	Just had lunch here and had a great experience.
2837	I have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor.
2838	Food is way overpriced and portions are fucking small.
2839	I recently tried Caballero's and I have been back every week since!
2840	for 40 bucks a head, i really expect better food.
2841	The food came out at a good pace.
2842	I ate there twice on my last visit, and especially enjoyed the salmon salad.
2843	I won't be back.
2844	We could not believe how dirty the oysters were!
2845	This place deserves no stars.
2846	I would not recommend this place.
2847	In fact I'm going to round up to 4 stars, just because she was so awesome.
2848	To my disbelief, each dish qualified as the worst version of these foods I have ever tasted.
2849	Bad day or not, I have a very low tolerance for rude customer service people, it is your job to be nice and polite, wash dishes otherwise!!
2850	the potatoes were great and so was the biscuit.
2851	I probably would not go here again.
2852	So flavorful and has just the perfect amount of heat.
